Categoria,M0,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24
triangle,0.0061006,0.0105797,0.0100158,0.0141564,0.00904734,0.017121,0.00688285,0.0078556,0.0196579,0.00585029,0.00668787,0.0218804,0.00525857,0.00564845,0.00556313,0.0238579,0.00480952,0.00555098,0.00443943,0.0256346,0.00266276,0.00323798,0.00522878,0.00329023,0.0272405
triangle,0.0184974,0.0325216,0.0318164,0.0436215,0.0282859,0.0527137,0.0188161,0.0236921,0.0602929,0.0130033,0.0186453,0.0666781,0.0101655,0.0102859,0.014203,0.0720992,0.013136,0.0111577,0.0122122,0.0767334,0.015493,0.0155277,0.0131112,0.0140479,0.0807211
triangle,0.000900616,0.00106153,0.00156835,0.000779779,0.00370297,0.00062089,0.00359095,0.00436772,0.000779838,9.23973e-05,0.00420104,0.0010497,0.00474646,0.0028512,0.00364876,0.00130129,0.00408441,0.00466127,0.00296225,0.00150823,0.00161367,0.0020142,0.00557677,0.00227448,0.00167106
triangle,5.09491e-05,5.73615e-05,9.64112e-05,3.41464e-05,0.000284593,3.76569e-05,0.000473734,0.000434376,8.65937e-05,0.000540965,0.000581612,0.000149026,0.00063199,0.000666746,0.000730418,0.000218883,0.000888655,0.000800289,0.000880295,0.000294219,0.00114442,0.00104881,0.000926171,0.00102946,0.00037384
triangle,0.00183116,0.00311552,0.00251204,0.00400206,0.00138458,0.0046153,0.000701209,0.00015953,0.00502805,0.00214895,0.00125438,0.00529234,0.00312326,0.00312188,0.0025463,0.00544702,0.00323893,0.0035611,0.00373664,0.00552131,0.00220327,0.00258843,0.00353552,0.00479313,0.00553728
triangle,0.00431501,0.00329195,0.00902656,0.00229864,0.0094237,0.00173608,0.00472797,0.00798798,0.00151855,0.0090738,0.00652089,0.00151325,0.00133561,0.00978724,0.00521093,0.00160071,0.0059483,0.00981408,0.00403121,0.00171037,0.00312031,0.00630118,0.009747,0.00296938,0.00181173
triangle,0.00041766,0.000686369,0.000475446,0.000847941,0.000527368,0.000947333,0.00102945,0.000834402,0.00102762,0.00083041,0.00101109,0.00110817,0.00105922,0.000643165,0.00102258,0.00119483,0.00245361,0.00136945,0.00092374,0.00128796,0.00282066,0.00302501,0.00219824,0.000786134,0.00138637
triangle,0.0195625,0.0348367,0.0361301,0.0472362,0.0342082,0.0574688,0.0242466,0.0302855,0.0659824,0.0162906,0.0256936,0.0730944,0.014762,0.014346,0.0221041,0.0790493,0.0220372,0.0183949,0.0214522,0.0840439,0.0264675,0.0268271,0.0234749,0.0244784,0.08824
triangle,0.0407905,0.067986,0.052254,0.0870041,0.0335305,0.100769,0.019082,0.0219351,0.111028,0.0240518,0.0268435,0.118886,0.0185599,0.0230703,0.0392808,0.12506,0.00558652,0.0156789,0.0516469,0.130024,0.0103417,0.00704299,0.00489836,0.0624595,0.134097
triangle,0.000871572,0.00160843,0.00183886,0.00222615,0.00181185,0.0027473,0.00128628,0.00165664,0.00319118,0.00100925,0.00145332,0.00357429,0.000882404,0.000877725,0.0012601,0.00390979,0.000586695,0.000806919,0.00110996,0.00420791,0.000734374,0.000654582,0.000727824,0.00101472,0.00447648
triangle,7.54796e-05,0.000176853,0.000347706,0.000285777,0.000506673,0.000402573,0.000673379,0.000677282,0.000525515,0.000867179,0.000849724,0.000652797,0.00109116,0.00104245,0.00102074,0.000783222,0.00120678,0.00119972,0.00119135,0.000916196,0.00129712,0.0013444,0.00135632,0.0013641,0.0010515
triangle,0.00115074,0.00258933,0.0040464,0.00374747,0.00370054,0.00468568,0.000995769,0.00305816,0.00544886,0.000512917,0.00224109,0.00607045,0.000549162,0.00152645,0.00133651,0.006577,0.001329,0.00238709,0.00047691,0.00698981,0.00289463,0.0016533,0.00298661,0.000713017,0.00732585
triangle,0.0149856,0.0254887,0.0223853,0.0336623,0.0190421,0.0403309,0.0136247,0.0152403,0.0458865,0.00899111,0.0107984,0.0505552,0.000655151,0.00389777,0.00576889,0.0544948,0.00857773,0.00177547,0.000361029,0.0578289,0.0148043,0.0142085,0.00563249,0.00518372,0.0606594
triangle,0.00208719,0.00316199,0.00121717,0.00373419,0.000691909,0.00408633,0.00109614,0.00141599,0.00436194,0.00112584,0.00153636,0.00462701,0.00509942,0.00381092,0.00119122,0.00490779,0.00717356,0.00627468,0.000577708,0.0052115,0.00589413,0.00700662,0.0080882,0.000156688,0.00553697
triangle,0.00195124,0.00373876,0.00508381,0.0054631,0.00636003,0.00709707,0.00699958,0.00728735,0.00864487,0.00700345,0.00799776,0.0101123,0.00631983,0.00698161,0.00852805,0.0115047,0.00599113,0.00681318,0.00890092,0.0128271,0.00530177,0.00533786,0.00650896,0.00913582,0.0140839
triangle,0.00526322,0.00901107,0.007619,0.0117043,0.00504298,0.0136955,0.00057122,0.00232921,0.0152124,0.0013309,0.000122122,0.0164103,0.000853859,0.00126857,0.00212058,0.017395,0.00322899,0.000942831,0.00362547,0.0182382,0.00758908,0.00687396,0.00322327,0.00467366,0.0189878
triangle,0.000275145,0.000443067,0.00032312,0.000563543,0.000215765,0.000636346,0.000315887,0.000282301,0.000675798,0.000685909,0.000513471,0.000692529,0.000921499,0.000851102,0.000759537,0.000694345,0.000804211,0.000936284,0.000993223,0.000687281,0.000750213,0.000862929,0.000981053,0.00120868,0.000676195
triangle,0.0454644,0.0744211,0.0529073,0.0940867,0.0325776,0.108072,0.0231112,0.0254885,0.118408,0.0238692,0.0344522,0.126305,0.0116847,0.0175459,0.0473034,0.132519,0.00571821,0.00682679,0.0591188,0.137532,0.0163452,0.0152483,0.00984883,0.0691881,0.141662
triangle,0.00159698,0.00304311,0.00397624,0.00438358,0.00464385,0.00560495,0.00448315,0.00496955,0.00672146,0.00396922,0.00510757,0.00774713,0.00313109,0.00357009,0.00511224,0.00869347,0.00278842,0.00318306,0.0050148,0.00957002,0.00237081,0.00234339,0.00280586,0.00483904,0.0103848
triangle,0.00159423,0.00244545,0.00148853,0.00310567,0.0013656,0.00365615,0.00176123,0.00130587,0.00412348,0.00154615,0.00128294,0.00452448,0.00103757,0.00129378,0.00134593,0.00487155,0.00152937,0.00115505,0.00150946,0.00517451,0.00123211,0.00171585,0.00110672,0.00174823,0.00544132
triangle,0.000166868,0.000199836,0.000151887,0.000242743,0.000207812,0.00026624,0.000156857,0.000308843,0.000274533,0.000491737,0.00045248,0.000271749,0.00104298,0.000710567,0.000622826,0.000261905,0.00102518,0.000928587,0.00081175,0.000249789,0.000899433,0.00123808,0.00113935,0.00101219,0.0002414
triangle,0.0850601,0.131893,0.0696955,0.158783,0.0492336,0.174368,0.0810023,0.0867546,0.183396,0.0800373,0.125635,0.188537,0.0382586,0.0553503,0.155878,0.191327,0.0276681,0.0338201,0.178232,0.192675,0.0357278,0.0372554,0.0459364,0.194402,0.193134
triangle,0.000367399,0.000678645,0.00079722,0.000949192,0.000851092,0.00118854,0.000783775,0.000877986,0.00140595,0.000773661,0.000898618,0.00160595,0.00078048,0.000781401,0.000901749,0.00179057,0.000623886,0.000717789,0.00087963,0.00196102,0.000105396,0.000302671,0.000594302,0.000832282,0.00211836
triangle,0.0122576,0.0209335,0.0182957,0.027532,0.0145435,0.0327592,0.00795022,0.0102796,0.0369829,0.00363051,0.00568492,0.0404339,0.00319457,0.00242565,0.00153452,0.0432754,0.00706553,0.00441928,0.0043788,0.0456316,0.00810399,0.00850606,0.00578057,0.00889189,0.0475993
triangle,0.0326447,0.0494017,0.0200369,0.057381,0.0218067,0.0603515,0.0493073,0.0474494,0.0604857,0.0533154,0.0683654,0.0590682,0.0299382,0.042346,0.0832954,0.0568649,0.0176006,0.0281168,0.0929804,0.0543287,0.0373818,0.0346601,0.0284148,0.0984939,0.0517219
triangle,0.0154304,0.0254624,0.0192038,0.032747,0.0129625,0.0382706,0.00490141,0.00639266,0.0425312,0.00177436,0.000638502,0.0458515,0.0082755,0.00568202,0.00698957,0.0484629,0.0105114,0.00750596,0.013096,0.050537,0.00521425,0.0082845,0.00710788,0.0185972,0.0522013
triangle,0.0052166,0.00748865,0.00251022,0.00873633,0.00258886,0.00963598,0.00129868,0.00358173,0.0103322,0.0023326,0.00456912,0.0108724,0.00127395,0.00192822,0.00565739,0.0112896,0.00586887,0.00121265,0.00676392,0.0116121,0.00604861,0.00690787,0.000991489,0.00779303,0.0118641
triangle,0.0023864,0.00440941,0.00585987,0.00595925,0.00484003,0.00701962,0.00257568,0.00326947,0.00769641,0.00660929,0.0033413,0.00810147,0.00594366,0.00802982,0.00489468,0.00832239,0.00266588,0.00749018,0.00657875,0.00842209,0.00352123,0.0035426,0.00583971,0.00799365,0.0084443
triangle,0.000125137,0.000179442,0.000122129,0.000239916,0.000216834,0.000311358,0.000596211,0.000370873,0.000391745,0.000814914,0.000534491,0.000478878,0.000820821,0.00098559,0.000699208,0.00057083,0.000962654,0.00113188,0.000860628,0.000666049,0.00137641,0.00114398,0.00126672,0.00101765,0.000763372
triangle,0.0127957,0.0229182,0.0238336,0.0311091,0.0214975,0.0377221,0.0113906,0.0167959,0.0430827,0.00198573,0.0109866,0.0474583,0.00689352,0.00497874,0.00485589,0.051058,0.00853005,0.00900362,0.00168967,0.0540433,0.00488351,0.00702705,0.0108166,0.00728277,0.0565391
triangle,0.00114102,0.00223624,0.00320662,0.00330973,0.0041123,0.00435113,0.00475436,0.00488801,0.0053589,0.00513982,0.00555844,0.00633302,0.00510025,0.00540239,0.00613005,0.00727372,0.00500762,0.00552902,0.00660704,0.00818149,0.00458149,0.00473024,0.00553355,0.0069954,0.00905707
triangle,0.00823911,0.0139779,0.0123358,0.0185032,0.0110607,0.0222972,0.00956414,0.00987326,0.0255647,0.00855869,0.00845182,0.0284125,0.00488046,0.00682936,0.00671061,0.03091,0.00136441,0.00479904,0.00470653,0.0331095,0.00509911,0.0042545,0.00310334,0.00258217,0.035054
triangle,0.0055879,0.0091027,0.00586647,0.0113149,0.00208122,0.0128302,0.00144009,0.000722278,0.013972,0.00180043,0.00254119,0.0149154,0.00718548,0.00482034,0.00365693,0.0157541,0.0109295,0.00854161,0.00434892,0.016538,0.0101111,0.0118583,0.0118184,0.00483085,0.017293
triangle,0.000189214,0.000262651,0.00205919,0.000814022,0.00349075,0.00146011,0.00396235,0.00448853,0.00212437,0.00357088,0.00517021,0.00277886,0.00259995,0.00296787,0.00562049,0.00341098,0.002072,0.00229925,0.00589249,0.00401485,0.00157309,0.00163053,0.00158738,0.00602046,0.00458784
triangle,0.000556542,0.00109783,0.00134077,0.00149694,0.000974734,0.00176951,0.000635563,0.000563978,0.00195745,0.00117438,0.000581416,0.00209349,0.000462921,0.0010458,0.000844483,0.00219812,0.000951555,0.000630292,0.00108684,0.00228301,0.00134297,0.00148628,0.000316267,0.00128115,0.00235454
triangle,0.0013742,0.00249015,0.00265303,0.0033857,0.00237289,0.0041106,0.00117648,0.00184869,0.00469388,2.56886e-05,0.00113444,0.00515872,0.00150194,0.00116096,0.000326303,0.00552524,0.0025662,0.00212631,0.000623647,0.00581073,0.00283348,0.00289016,0.002808,0.00150653,0.00602983
triangle,4.9336e-05,3.81434e-05,0.000162636,3.61521e-05,0.000338881,8.45417e-05,0.000469669,0.000480405,0.000148336,0.000519402,0.000611341,0.000218814,0.000600243,0.000603856,0.000739167,0.000293782,0.000796995,0.000703285,0.000866,0.000372113,0.00100502,0.000962518,0.00080496,0.000991064,0.000452992
triangle,0.0176204,0.0305928,0.0287313,0.0407165,0.0249631,0.0489317,0.0167098,0.0206489,0.0557315,0.0119263,0.016471,0.0614351,0.0096086,0.00988659,0.0136546,0.0662699,0.0118105,0.0102752,0.0135653,0.0704058,0.0129913,0.0133965,0.0112943,0.0162225,0.0739734
triangle,0.00243982,0.00404144,0.00269397,0.00499266,0.000676915,0.00552192,0.0031909,0.00204198,0.00577062,0.00479851,0.00409856,0.00583307,0.00431302,0.00520179,0.00588917,0.00577305,0.00295927,0.00470441,0.0073654,0.00563391,0.00158318,0.0014545,0.00364959,0.00853869,0.00544508
triangle,0.00590608,0.010309,0.00995675,0.0138338,0.00923739,0.0168186,0.00781485,0.00859783,0.019436,0.0078284,0.0080115,0.021779,0.00768577,0.00795387,0.00738102,0.0239,0.00595719,0.00765581,0.00662669,0.0258312,0.00146268,0.00291965,0.00682128,0.00570812,0.0275949
triangle,0.0303559,0.0496245,0.0337802,0.0624101,0.0152958,0.0711852,0.00895739,0.00473867,0.0774046,0.0160683,0.0181966,0.0819506,0.00999696,0.0141676,0.0303782,0.0853721,0.00470952,0.00805211,0.0403088,0.0880185,0.00980321,0.00927558,0.00554308,0.0483359,0.0901173
triangle,0.0401273,0.0682274,0.0591988,0.0893687,0.0465857,0.105609,0.023269,0.0330516,0.118265,0.0166544,0.0250578,0.128269,0.0240383,0.0213627,0.0284259,0.136291,0.0200503,0.0226,0.0387026,0.142814,0.0136607,0.0138352,0.0204015,0.050305,0.148189
triangle,0.00721985,0.0132482,0.0148632,0.0182607,0.0143679,0.0224519,0.00936271,0.0126112,0.0259757,0.00471534,0.0100954,0.0289562,0.00105297,0.00119425,0.00718873,0.031493,0.0032539,0.00248636,0.00417719,0.0336667,0.0036252,0.00387305,0.00430554,0.00162896,0.035542
triangle,0.00148447,0.00188322,0.000759709,0.00188603,0.00256393,0.00171169,0.00299716,0.00380406,0.00149923,0.00204334,0.00441858,0.0013237,0.00147132,0.0013077,0.00457939,0.00121923,0.0032466,0.00262958,0.00447013,0.00119091,0.00269769,0.00291469,0.00386925,0.00422661,0.00122423
triangle,0.000244877,0.000344724,0.000382651,0.000394536,0.000938059,0.000458949,0.00201447,0.00174044,0.000603567,0.00278955,0.00240182,0.000813509,0.00214882,0.00250028,0.00284488,0.00105269,0.000518064,0.00176364,0.00310192,0.00129874,0.00180626,0.00125346,0.00103853,0.00322306,0.00154072
triangle,0.00282448,0.00513844,0.00568459,0.00707877,0.00575029,0.008768,0.0049769,0.00570145,0.0102738,0.00483482,0.00559757,0.0116408,0.00500748,0.00497244,0.00549253,0.0129004,0.00536561,0.00537513,0.00541492,0.0140748,0.00576434,0.0059449,0.00593689,0.00537045,0.0151793
triangle,0.000287229,0.000429748,0.000166809,0.00051224,0.00023411,0.000495326,0.00114669,0.000867981,0.000423518,0.0017603,0.00132865,0.000329297,0.000923052,0.00127185,0.00159763,0.000229665,0.00106529,0.000586298,0.00173603,0.000133756,0.00165398,0.00138915,0.000190567,0.00179924,5.83535e-05
triangle,0.00105121,0.00185388,0.00182444,0.00248574,0.00154502,0.00298275,0.000785806,0.00116095,0.00337934,0.000880876,0.00087468,0.00370085,0.0012805,0.00112519,0.000864632,0.00396593,0.000946852,0.00125449,0.00111176,0.0041885,0.00052798,0.000831052,0.00127743,0.00145098,0.00437902
triangle,0.0016259,0.00291633,0.0027859,0.00382416,0.00189759,0.00448022,0.00152316,0.00139044,0.00495334,0.00279226,0.00188278,0.00528657,0.00362205,0.00386273,0.00292815,0.00551202,0.00414213,0.00450276,0.00406522,0.0056552,0.00437875,0.00395384,0.00468809,0.00514641,0.00573649
triangle,2.90696e-05,6.2082e-05,0.000107061,9.36014e-05,0.000129271,0.000123605,0.000146029,0.000165382,0.000153121,0.000260834,0.000220312,0.00018319,0.000449403,0.00037703,0.00028883,0.000214457,0.000517015,0.000478549,0.000365483,0.000247239,0.000489932,0.000562914,0.000567119,0.000445886,0.000281601
triangle,0.00485648,0.00876937,0.00931431,0.0119394,0.00852127,0.0145224,0.00484665,0.00691532,0.0166312,0.00188572,0.00487881,0.0183564,0.00327613,0.00270711,0.00290317,0.0197722,0.00504133,0.00460551,0.00227471,0.0209393,0.0043616,0.00488416,0.00573024,0.00375934,0.0219067
triangle,0.000312805,0.000655355,0.00129209,0.00110447,0.00233417,0.00163435,0.00367345,0.00327742,0.00218392,0.00359199,0.00381822,0.00271233,0.000915958,0.00225049,0.00396838,0.00319982,0.00207876,0.000550899,0.00383114,0.00363995,0.00325592,0.00339494,0.000988927,0.00351236,0.00403344
triangle,0.012523,0.02222,0.0223659,0.0299675,0.019978,0.0362849,0.0120525,0.0162092,0.041507,0.00574554,0.0116862,0.0458679,0.00162043,0.00172886,0.00683946,0.0495378,0.00541405,0.00386671,0.00237539,0.0526448,0.00792028,0.00779302,0.0064862,0.00408579,0.0552884
triangle,0.00485624,0.00686803,0.00103187,0.00763281,0.00389847,0.00786824,0.00505584,0.00672426,0.00786,0.00316188,0.00856528,0.00773064,0.00101454,0.00193932,0.00980198,0.00754159,0.00042154,0.00253732,0.0106113,0.00732746,0.00142999,0.00134975,0.00407522,0.0110912,0.00710851
triangle,0.0662946,0.102567,0.0542192,0.124692,0.0319343,0.13923,0.0342585,0.0458258,0.149376,0.0219363,0.0655972,0.156799,0.0141344,0.0104312,0.0820971,0.16243,0.0242345,0.0270699,0.0953532,0.166822,0.0154893,0.0204174,0.0453382,0.106199,0.170319
triangle,0.000298398,0.000470289,0.000370452,0.000626859,0.000419785,0.000764682,0.000563235,0.000440313,0.000891236,0.000568943,0.000472135,0.00101044,0.000512291,0.000675685,0.000508801,0.00112375,0.000645709,0.000745473,0.000541182,0.00123169,0.000590169,0.000478013,0.000749787,0.000563742,0.00133444
triangle,0.00130257,0.00194539,0.00082084,0.00231002,0.000692374,0.0025388,0.000857015,0.00119185,0.00269735,0.000641241,0.00159751,0.00281844,0.000602593,0.000571581,0.00186478,0.00291999,0.000908488,0.00101908,0.00201624,0.00301173,0.00121608,0.00113748,0.00159621,0.00208258,0.0030985
triangle,0.000544581,0.000928071,0.000916739,0.00126716,0.000993946,0.00156427,0.00103419,0.00101445,0.00183194,0.000993847,0.00104133,0.00207776,0.00104852,0.00109712,0.00107949,0.00230593,0.00131983,0.00124433,0.00113186,0.00251921,0.00163732,0.00163515,0.00143653,0.00120565,0.00271978
triangle,0.0295012,0.0494692,0.0398129,0.0640195,0.0282969,0.0749176,0.0144603,0.0181412,0.0832443,0.0157438,0.0164299,0.0897253,0.0188428,0.0188247,0.0238628,0.0948651,0.0139586,0.0176486,0.0333865,0.0990182,0.00356034,0.00526819,0.0127545,0.0423637,0.102435
triangle,0.028425,0.0487037,0.0415834,0.0633097,0.0287898,0.0740608,0.0142716,0.0179414,0.082153,0.0199895,0.0176163,0.0883814,0.0191117,0.0230071,0.0262864,0.0932831,0.0125129,0.0208346,0.0362793,0.0972255,0.0071133,0.00698933,0.0151699,0.0453782,0.100463
triangle,0.046676,0.0784508,0.0611903,0.100166,0.0379043,0.115513,0.0274404,0.0274195,0.126762,0.0327189,0.0365099,0.135294,0.0136035,0.0261012,0.0509019,0.141959,0.00927858,0.0133594,0.0641633,0.147296,0.0217454,0.0228041,0.00927462,0.0754514,0.151657
triangle,0.00162575,0.00264998,0.00162802,0.0032526,0.000329504,0.00361484,0.00147957,0.00099129,0.00384024,0.00151109,0.00184701,0.00398955,0.000677747,0.000968361,0.00243305,0.00409896,0.00196888,0.00104876,0.00278797,0.00418987,0.00293976,0.00306978,0.00208356,0.00296562,0.00427463
triangle,0.0157069,0.0284368,0.0302588,0.0386756,0.0272588,0.0469645,0.0146006,0.0218061,0.0537192,0.00585452,0.0153124,0.0592604,0.008781,0.0078807,0.00931857,0.0638391,0.0121683,0.0125115,0.00745359,0.0676525,0.0102771,0.0113055,0.0149835,0.0116293,0.070855
triangle,0.0429161,0.0652704,0.02792,0.0780073,0.0106978,0.0859325,0.0215448,0.0285902,0.0912652,0.0135621,0.0435847,0.0951026,0.0115469,0.00905199,0.0544521,0.0980213,0.0142054,0.0201179,0.0624208,0.100342,0.00397633,0.00849194,0.0316523,0.0684139,0.102251
triangle,0.0558563,0.0805411,0.022156,0.0932746,0.0267264,0.100885,0.0239487,0.0481877,0.105987,0.00726518,0.0623298,0.109695,0.0179789,0.0236106,0.0718911,0.112546,0.0081461,0.0394549,0.0787238,0.114826,0.012348,0.0100379,0.051538,0.0838463,0.116705
triangle,0.00149348,0.00247319,0.00190821,0.0031148,0.00148034,0.00364372,0.0012134,0.00151747,0.00412804,0.00240286,0.00163945,0.00459006,0.0040176,0.00337512,0.00177727,0.00503535,0.00313053,0.00387479,0.00189856,0.00546333,0.000482723,0.00162641,0.00388441,0.00197252,0.00587179
triangle,6.24574e-05,0.00067131,0.00247498,0.00133057,0.00307726,0.00191966,0.00151208,0.00300332,0.00241225,0.000530679,0.00254904,0.00281088,0.00197453,0.00204093,0.0018987,0.00312706,0.00234773,0.00320371,0.00117767,0.00337431,0.00178211,0.00189608,0.00391807,0.000518875,0.00356547
triangle,0.00023121,0.000313295,0.000242487,0.00023166,0.00112623,8.56713e-05,0.00227521,0.00190803,0.000217477,0.00241813,0.00248948,0.000463707,0.00120333,0.00195239,0.00286184,0.000716162,0.000280174,0.00117348,0.00305449,0.000960345,0.00112638,0.00118386,0.000360268,0.00310942,0.00119058
triangle,0.0223887,0.0375204,0.0290596,0.0481125,0.0172841,0.0557883,0.000878766,0.00546275,0.0615029,0.00801575,0.00549274,0.0658539,0.00806298,0.0100621,0.0151483,0.0692318,0.00480314,0.00848219,0.0235381,0.0719012,0.00059172,0.00114038,0.00466432,0.0307335,0.0740458
triangle,0.0499247,0.0723423,0.0197868,0.0840114,0.0206526,0.0909786,0.0207407,0.0408915,0.0956298,0.00750295,0.0542955,0.0990009,0.0167714,0.0207599,0.0634458,0.101591,0.00821786,0.0343886,0.0700508,0.103665,0.0102993,0.0073053,0.044639,0.0750523,0.105377
triangle,0.0103952,0.0188617,0.020356,0.0257708,0.0188614,0.0314358,0.0108888,0.015557,0.0361023,0.00356437,0.0112124,0.0399648,0.00392935,0.002403,0.00635807,0.0431781,0.00753453,0.0067004,0.00136463,0.0458656,0.00734975,0.00806454,0.00932865,0.00360189,0.048126
triangle,0.00356015,0.00720612,0.0109162,0.0106978,0.0132405,0.0139494,0.0122605,0.0143821,0.0169398,0.0108192,0.0146984,0.0196762,0.0103628,0.0104652,0.0145149,0.0221781,0.0107871,0.0112079,0.0140846,0.0244682,0.00929093,0.0103306,0.0123314,0.0135878,0.0265689
triangle,0.00166605,0.00262023,0.00135468,0.00315043,0.000735886,0.00338755,0.00282273,0.00229297,0.00343179,0.00423948,0.00388718,0.00335478,0.00423306,0.00454806,0.00525222,0.0032071,0.00271371,0.00405447,0.00634632,0.00302448,0.0010578,0.00127817,0.00306222,0.00717781,0.00283233
triangle,0.00062259,0.00116214,0.00122017,0.00153756,0.000794562,0.00178392,0.000849809,0.000471675,0.00193162,0.00168372,0.000894629,0.00200726,0.00195321,0.00223759,0.0015372,0.00203175,0.00184087,0.00244157,0.00215453,0.00202078,0.00177782,0.00159294,0.00241021,0.00270917,0.00198608
triangle,0.0155354,0.0276423,0.0277004,0.037153,0.023658,0.0447422,0.0113818,0.0176934,0.050862,0.00263643,0.0108081,0.0558409,0.0066118,0.00573981,0.00388624,0.0599243,0.0100184,0.0100492,0.00428301,0.0632984,0.00943797,0.0099546,0.0122716,0.0108645,0.0661057
triangle,0.00498238,0.00908849,0.00970846,0.0123276,0.00816965,0.0148412,0.00236144,0.0054583,0.0167709,0.00334825,0.00227722,0.0182368,0.00768688,0.00727227,0.00185195,0.0193366,0.00897107,0.0098614,0.00513977,0.0201489,0.00720087,0.00803944,0.0110933,0.00841255,0.0207365
triangle,0.00250229,0.00434721,0.00391443,0.00570977,0.00270539,0.00669271,0.000648129,0.00107931,0.00737949,0.00309631,0.00119557,0.00783532,0.00546195,0.00513193,0.00312693,0.00811172,0.00625356,0.00646778,0.00507742,0.00824986,0.00520687,0.00582082,0.00707756,0.00690729,0.00828282
triangle,0.00032378,0.00064808,0.000941531,0.000948363,0.00108649,0.00122602,0.00102389,0.00117953,0.00148033,0.000881632,0.00119658,0.00171043,0.00046837,0.00062894,0.00114179,0.00191675,0.000427068,0.000440241,0.00103254,0.00210049,0.0012904,0.000901967,0.000579652,0.000889432,0.00226316
triangle,0.0331013,0.0550299,0.0419822,0.0704721,0.027137,0.0818609,0.0130922,0.0164594,0.0905432,0.0143844,0.0172361,0.0973333,0.01302,0.0146703,0.0261158,0.102757,0.00938796,0.0119468,0.0360483,0.107168,0.00403191,0.00518102,0.00707901,0.0452557,0.110816
triangle,0.0108526,0.0182231,0.0145971,0.0235754,0.0104362,0.0277596,0.00605454,0.00714955,0.0312262,0.00657788,0.00477936,0.034222,0.010291,0.00894085,0.00309269,0.0368834,0.0113613,0.0113432,0.00187999,0.039288,0.00657229,0.00898424,0.0129151,0.00130149,0.0414817
triangle,0.00723891,0.0132986,0.0150545,0.0183855,0.0149534,0.0227158,0.01099,0.0138369,0.0264409,0.00754829,0.0120769,0.0296741,0.00364773,0.00457918,0.00992625,0.0325018,0.00123344,0.00218426,0.0075462,0.0349911,0.00167201,0.0014158,0.000639531,0.00503809,0.0371943
triangle,0.00011369,0.000274011,0.000532088,0.000420922,0.000607287,0.000558397,0.000461977,0.000674043,0.00068688,0.000498539,0.000731731,0.00080821,0.000750916,0.000575749,0.000796821,0.000923948,0.00101405,0.000740551,0.000875881,0.00103511,0.00136728,0.00137231,0.000964431,0.000971626,0.00114234
triangle,0.0232527,0.0392479,0.0319298,0.050824,0.0213063,0.0594117,0.00402267,0.00992747,0.0659113,0.00893342,0.00485898,0.0709209,0.0150301,0.0137935,0.0137918,0.0748498,0.0113943,0.0140513,0.0229141,0.0779837,0.000423025,0.00498459,0.0112974,0.0309403,0.0805257
triangle,0.00475818,0.00786896,0.00599513,0.0101326,0.0039971,0.0118087,0.00157341,0.00197705,0.01309,0.00165379,0.00143256,0.0141065,0.00136753,0.0015994,0.00262223,0.0149437,0.00213164,0.00144436,0.00381903,0.0156583,0.00559311,0.00431769,0.0025943,0.00475244,0.016288
triangle,0.00143751,0.00242152,0.00195473,0.00313074,0.00133915,0.00365397,0.000818362,0.000838275,0.00403941,0.00138685,0.00104112,0.00431981,0.00233697,0.00218135,0.00178703,0.0045204,0.00302852,0.00278202,0.00263098,0.00466144,0.00296447,0.00306404,0.00310332,0.00344873,0.00475925
triangle,0.00243337,0.00421868,0.00395609,0.00562637,0.00324816,0.00670748,0.00130447,0.00202152,0.00753207,0.00169532,0.000848966,0.008158,0.00368437,0.0032323,0.00141355,0.00862835,0.00421148,0.00434653,0.00284855,0.00897499,0.00396649,0.00446798,0.00511393,0.00432676,0.00922215
triangle,0.00013232,0.000225276,0.000330741,0.000330557,0.000496256,0.000441901,0.000681717,0.000664287,0.000557819,0.000823582,0.000824576,0.000676401,0.000901953,0.000914816,0.000970706,0.000796184,0.000890003,0.000970081,0.00110385,0.000916206,0.000853013,0.000907971,0.00101389,0.00122629,0.00103583
triangle,0.0011705,0.00179145,0.000881558,0.00217739,0.000469635,0.00248699,0.000657191,0.000494328,0.00275224,0.00106854,0.000511381,0.00297281,0.000312306,0.000630401,0.000587998,0.0031473,0.00274643,0.000820156,0.000896002,0.0032783,0.00496211,0.00434489,0.00171104,0.00136784,0.00337115
triangle,0.00347475,0.00655038,0.00743306,0.0088932,0.0061606,0.0107599,0.00209933,0.00478562,0.0122759,0.000971709,0.00332743,0.0135116,0.00207252,0.00197718,0.00210159,0.0145175,0.00411904,0.00367735,0.00219968,0.0153338,0.0075429,0.00570005,0.00506843,0.00361292,0.0159942
triangle,0.0562491,0.0814017,0.0237069,0.094615,0.0259524,0.102618,0.0235391,0.0472311,0.108016,0.00653468,0.0617812,0.111945,0.0157674,0.0216841,0.0718634,0.11496,0.00640012,0.0372205,0.0792253,0.11736,0.0114369,0.0098598,0.0491307,0.0848618,0.119323
triangle,0.000128245,0.000225287,0.00032622,0.000332727,0.000423838,0.000439707,0.000601525,0.000520091,0.000545879,0.000699415,0.000625108,0.000651469,0.000677251,0.000796872,0.000731484,0.000756373,0.000753933,0.00086356,0.000832453,0.000860311,0.000794224,0.000736767,0.00089777,0.000924177,0.00096293
